age_years,sqft,rooms,bedrooms,bathrooms,pool,garage,zip_median_income,dist_transit_ft,trust_score,house_value
13.4,2210,5,3,2,0,0,70708,5236,7,906850
16.0,1074,3,2,1,0,0,53638,1232,7,646927
37.3,1266,3,2,1,0,1,44928,1998,4,872655
24.4,3156,7,4,2,0,1,40000,4890,4,1078974
40.9,1309,2,1,1,0,0,48489,2129,4,708356
19.8,4931,10,5,3,0,1,42043,1942,5,1500000
44.7,1026,2,1,1,0,0,43078,1636,6,630836
70.6,935,2,1,1,0,0,66813,1852,6,519538
28.8,4236,8,5,2,0,1,49692,2783,6,1274112
19.2,2983,7,4,3,1,0,78167,1702,8,1296762
13.8,1798,5,3,2,0,0,42462,7195,3,986071
32.9,1565,5,3,2,0,0,47611,1700,7,637283
54.5,3759,8,5,3,1,0,48819,975,5,1209876
50.0,1997,6,4,2,0,0,99878,1626,8,1224731
62.6,5000,9,5,3,1,1,40000,1209,5,1500000
46.5,1641,5,3,2,0,1,45738,2577,5,877531
48.9,1316,3,1,1,0,0,40000,1505,4,774868
47.8,3172,8,5,3,0,1,40250,762,6,1134676
52.3,4190,9,5,3,0,1,49145,10000,3,1103988
31.3,1564,4,3,1,0,0,49818,1945,6,832282
42.9,2535,6,4,2,0,1,40000,4929,5,718608
42.7,1881,5,3,2,0,0,65934,3661,8,1223208
34.1,1807,5,3,2,0,1,44648,1741,6,831763
52.5,1674,4,2,1,0,1,40000,1081,5,931923
34.3,2348,5,3,2,1,0,78173,2099,6,1215312
17.3,1753,4,3,1,0,1,50080,1781,6,811414
9.8,2071,4,2,1,0,1,48491,5442,6,1255410
74.4,2424,5,3,2,0,0,40000,2181,5,971229
42.3,2151,5,3,2,0,0,159094,2429,10,888249
15.5,1786,4,3,1,0,0,59137,1935,8,814737
35.3,1881,4,1,1,0,1,57792,2492,7,971616
47.9,1841,4,3,1,0,0,40000,1333,6,1219724
40.6,3232,7,4,3,0,1,40000,1879,5,1119422
17.5,2837,6,4,2,0,0,40000,1823,6,982515
18.6,2247,4,3,1,1,1,51769,922,7,870152
22.6,1841,5,3,2,0,0,46019,3792,6,933919
44.8,1893,5,3,2,0,0,56945,1297,7,989639
44.5,5000,10,5,3,0,1,64299,3929,6,1500000
16.4,4153,8,5,3,0,1,46347,1196,6,1500000
42.3,1665,3,2,1,0,1,56635,1159,6,793845
28.6,2163,6,4,2,0,1,90800,3647,8,864017
65.4,1549,3,2,1,0,0,88981,1905,8,1037836
64.1,1422,3,2,1,0,0,51002,2754,6,412754
36.0,2008,5,2,2,0,0,59969,1190,6,716957
34.3,2003,5,3,2,0,0,63162,2552,6,850159
46.0,2407,5,3,2,0,1,51889,2544,4,1212137
36.4,2098,6,4,2,0,1,55829,1282,6,722026
22.2,3884,8,5,3,0,1,40000,2166,5,1391438
11.1,2607,6,4,2,0,0,40000,1284,5,1040083
33.8,2134,6,4,2,0,0,69547,946,7,813513
34.9,2040,5,3,1,0,0,45153,1053,5,489400
26.4,2262,6,4,2,0,1,109618,4001,8,964025
39.8,2351,5,3,2,1,0,147805,2427,10,1049809
13.5,2099,5,3,2,0,0,71797,2068,7,1051698
24.3,3195,8,5,3,0,1,46841,1429,6,959327
21.5,858,2,1,1,0,0,57564,1869,6,764046
19.6,2399,5,3,2,0,1,74933,2342,8,1409227
44.0,1043,2,1,1,0,0,58965,1305,6,303173
43.6,3004,6,4,2,0,1,40000,3944,3,633034
22.2,2406,6,3,2,0,0,58151,1362,6,1003513
39.8,1857,5,3,2,0,0,49138,1647,8,1026802
33.1,2638,7,4,3,0,0,49606,1445,7,881944
63.2,1145,4,1,1,0,0,40000,1165,7,848289
42.5,2333,6,3,2,0,0,139498,1106,10,976987
52.9,1713,5,3,2,0,0,48348,790,6,745753
44.1,1435,2,1,1,0,0,42881,3045,5,695969
27.3,2832,6,3,2,0,1,94503,1069,9,1425625
34.2,939,2,1,1,0,0,69360,716,7,480913
22.9,1292,3,2,1,0,0,64620,670,6,655201
33.7,2490,6,3,2,0,0,48863,4415,6,1071970
34.6,5000,10,5,3,0,1,45465,2233,6,1353558
46.6,1862,4,2,1,0,0,64845,2127,6,309339
18.9,1605,5,3,2,0,1,45140,1079,8,1016255
5.4,2302,5,3,2,0,1,45472,4884,5,918467
45.4,1081,3,2,1,0,0,64721,2488,6,806707
24.7,3373,7,4,3,0,1,74737,1178,9,1143369
29.9,1398,4,1,1,0,0,60805,2804,5,604421
49.8,1443,3,2,1,0,0,66123,746,7,1062534
43.3,1868,5,3,2,0,0,88404,2546,9,1169251
40.3,3625,7,5,2,0,1,81143,1112,8,1460612
22.6,2241,4,2,1,0,1,51528,2735,5,1130577
52.0,1913,5,3,2,0,0,89799,2411,7,863582
49.1,2011,4,2,1,0,0,84158,2389,7,1207995
36.6,2525,5,3,2,0,0,61785,3304,5,886262
63.6,2463,6,4,2,0,0,61946,1228,6,781958
31.8,3421,8,5,3,0,1,86799,3869,7,1212542
29.7,1960,6,3,3,0,1,42383,1754,6,731853
20.8,2212,5,3,2,0,1,40000,1027,7,898052
56.3,1625,3,1,1,0,1,61866,2768,6,1065272
56.6,1110,3,2,1,0,0,43201,4342,5,467871
16.3,1578,5,3,2,0,1,92528,4628,8,942833
67.0,1657,4,2,2,0,0,40000,811,5,700054
97.9,3070,6,4,2,1,1,91053,519,7,1107896
7.6,1300,4,1,1,0,0,159538,867,10,988388
24.9,2976,7,4,3,0,1,60041,1742,7,979850
20.9,1765,3,2,1,0,0,50622,783,6,634504
38.3,1311,4,1,1,0,0,70355,2337,6,743106
41.2,1627,3,2,1,0,0,64320,1045,8,681085
13.6,1444,5,3,2,0,0,60009,983,5,659680
46.8,1833,4,2,1,0,1,73904,7221,6,783680
22.0,1923,4,2,1,0,1,49567,2434,4,1009561
21.0,2983,8,5,3,0,0,40000,5164,5,1105365
57.0,2086,4,2,1,0,1,54819,5668,5,655171
31.6,1884,5,3,2,0,0,40000,781,5,1032582
15.9,1916,3,2,1,0,0,81256,1247,7,816913
26.1,1576,5,3,2,0,0,41792,639,5,748917
14.9,1008,2,1,1,0,0,45513,2311,6,717863
33.3,2750,8,5,3,0,0,70725,1757,9,1048920
44.0,1901,5,2,2,0,0,40000,878,7,791302
32.8,852,4,2,2,0,1,65921,7658,5,517100
30.8,1653,4,2,1,0,0,61404,3002,6,573696
55.2,4279,10,5,3,0,1,80087,3017,7,1495533
22.3,2171,6,4,2,0,1,60917,1915,8,1001488
13.6,1547,3,1,1,0,0,44824,4230,4,1051235
82.2,4459,9,5,3,0,1,74293,1664,8,1460418
12.5,3372,7,4,3,0,1,66962,1974,8,1271795
26.1,905,3,2,1,0,0,54865,1413,5,666928
47.9,3251,7,5,2,0,1,56627,3769,5,1402852
34.2,3102,8,5,3,0,1,41326,1912,4,1156879
38.5,4112,9,5,3,0,1,71105,3458,5,1500000
59.4,1648,4,2,1,0,1,43830,2908,6,712684
36.0,2318,6,4,2,0,1,42587,1577,7,1123808
17.5,1161,2,1,1,0,1,43021,2130,5,288886
58.0,1010,2,1,1,0,0,53988,4005,6,412587
82.9,1066,3,1,1,0,1,59395,4262,6,683175
39.0,3329,8,5,3,0,1,60486,2707,7,1069675
38.6,2551,5,3,2,0,1,52682,2998,5,1229091
34.5,2036,5,3,2,0,0,66461,1933,8,864763
28.8,1628,5,3,2,0,0,50700,1680,6,731592
50.3,2419,6,3,2,0,0,40000,2937,6,899925
23.8,2148,5,3,2,0,1,48731,1371,5,736982
20.4,1406,3,1,1,0,1,53290,1982,7,899496
22.3,2007,5,3,2,0,0,54431,1931,6,1103808
58.6,4006,8,5,3,0,0,71411,936,7,1500000
26.9,1791,5,3,2,0,0,88744,1696,7,828102
12.9,2970,7,4,3,0,1,58093,3243,3,1269066
30.7,2679,5,3,2,0,0,40000,1685,5,821430
33.1,2176,5,3,2,0,0,69921,3880,7,685320
81.6,5000,10,5,3,0,1,43714,1308,6,1500000
47.6,2517,6,4,2,0,0,56236,1640,6,944029
63.4,2218,5,3,2,0,1,40000,980,6,960737
37.5,1313,3,1,1,0,0,66396,8894,4,355315
33.2,2476,6,4,2,0,0,65316,1150,6,1388208
61.0,3106,6,4,2,0,1,57894,1095,6,1158952
77.9,2277,7,4,3,0,1,46918,1002,7,1083606
39.6,1400,5,3,2,0,0,86511,1783,6,782027
41.1,1832,5,3,2,0,0,73125,4516,3,680813
50.4,1525,5,3,2,0,0,47751,514,6,1051950
23.9,1474,4,3,1,0,0,86477,2709,8,993472
15.8,1849,4,2,2,0,1,88637,2100,8,1124431
22.5,1549,4,2,2,0,0,62714,2199,6,1240287
28.3,2840,6,4,2,0,0,40000,1137,5,995283
50.5,2270,4,3,1,0,0,73417,1484,6,892794
65.1,1386,4,2,1,0,0,46468,1531,6,850782
21.2,2540,6,4,2,0,1,49739,1710,6,1207603
30.6,2231,5,3,2,0,0,92155,1898,7,1006270
22.9,1005,3,2,1,0,0,40000,2254,5,555039
49.5,841,2,1,1,0,0,78504,1403,8,1038797
31.1,4059,8,5,3,0,1,79023,1502,8,1500000
43.8,2394,6,4,2,0,1,71410,1073,6,840076
39.3,1386,3,1,1,0,0,64347,4912,6,539063
55.1,1086,4,2,2,0,0,91191,1410,9,579821
13.5,941,2,1,1,0,0,40000,3273,4,813888
49.7,2495,6,4,2,0,1,128818,2672,9,761423
48.8,2379,4,3,1,0,0,49749,1530,5,1130755
30.1,1462,5,3,2,0,0,46908,2428,5,708275
37.9,1521,3,1,1,0,0,52571,2810,4,630877
47.0,2897,6,4,2,0,0,54783,2209,6,1079280
76.9,4069,8,5,2,0,1,109953,910,8,1361581
55.6,2237,5,3,2,0,1,58592,3043,4,1316898
20.7,3053,8,5,3,0,1,63187,3003,6,1122690
53.6,2295,5,2,2,0,1,64971,612,6,1316320
50.4,1472,3,2,1,0,0,66364,2963,5,529805
18.5,2767,7,4,3,0,1,40000,1503,7,1334829
16.0,1694,5,3,2,0,0,132592,590,10,960286
80.5,1298,5,3,2,0,0,40000,980,4,588887
17.3,1963,3,2,1,0,1,81286,1404,8,881823
12.7,1081,3,2,1,0,0,49043,3216,5,607876
8.7,3062,6,4,2,0,1,40201,2788,4,1114953
27.8,4939,9,5,2,0,1,44115,2107,5,1500000
33.9,1501,3,2,1,0,1,48761,1553,6,1128462
25.5,2800,6,4,2,0,1,84184,1071,9,1490050
26.9,2489,7,3,2,0,1,40000,745,7,1206062
99.3,1227,3,2,1,0,1,78387,1907,7,615486
44.8,2176,5,3,2,0,1,68527,930,8,792870
56.1,1789,5,3,1,0,0,40000,1586,4,804185
32.7,2631,7,4,3,0,1,44002,1027,5,937595
19.2,2098,5,3,2,0,1,62031,1320,6,855054
94.1,2730,7,4,3,0,0,66716,979,6,1166439
24.5,2277,6,4,2,0,1,102300,5978,7,1234173
58.3,1271,4,2,2,0,0,57805,3364,6,699457
43.1,1244,2,1,1,0,0,40000,3179,4,712337
27.6,1650,5,3,2,0,1,88780,2168,7,799007
10.7,2245,5,3,2,0,1,122558,3319,8,1117519
51.8,3129,6,4,2,0,1,59800,2945,8,1306003
39.3,1859,5,3,2,0,0,60766,734,8,986725
29.3,1867,5,3,2,0,1,74524,4555,7,944820
36.0,1143,4,1,1,0,1,59285,2365,7,800874
8.9,1677,3,2,1,0,0,92430,2245,7,798544
26.8,2814,7,4,3,0,1,68250,559,6,1076680
56.5,1399,3,2,1,0,0,90831,3441,7,778575
82.8,2401,5,3,1,0,0,62662,3162,7,1073034
26.7,1846,5,3,2,0,1,60564,1749,4,981623
39.6,2451,7,4,3,0,0,40000,1653,4,494424
12.5,2840,6,4,2,0,1,43908,2167,6,1191339
42.2,1679,3,2,1,0,0,69398,1009,6,823952
40.4,1570,6,4,2,0,0,40000,2310,5,458780
52.0,2725,6,4,2,0,0,102622,805,9,1137405
44.9,1174,3,1,1,0,0,87366,3236,6,598549
58.8,2601,8,5,3,0,0,46077,976,6,1168442
39.9,922,3,1,1,0,0,77877,1578,6,353327
46.4,1801,5,3,2,0,0,53991,5019,6,957611
51.9,1989,5,3,2,0,1,61622,1546,7,660016
78.8,1405,2,1,1,0,0,63248,1759,7,590879
22.9,2231,5,3,2,0,1,44839,574,6,1130884
17.0,1703,5,3,2,0,0,40000,3885,6,965534
18.8,1736,3,2,1,0,0,80612,724,9,1140536
55.1,2329,5,3,2,0,1,76008,3837,8,1101138
57.7,1954,5,3,2,0,0,95199,1184,8,973340
58.6,3034,6,4,2,0,1,75153,1701,6,1125421
81.5,3897,8,5,3,0,1,56162,1647,7,1459753
85.0,3096,9,5,4,0,1,57589,3369,6,1182730
50.7,1778,4,3,1,0,0,57301,2609,5,393507
48.8,2626,6,4,2,0,0,78889,3635,6,1070292
55.9,1233,3,2,1,0,0,57505,728,8,936102
73.1,1164,3,2,1,0,0,96692,826,6,476044
56.2,2996,9,5,4,0,0,60091,1162,5,1166972
10.9,1907,4,2,2,0,1,65965,2087,7,738318
30.2,3621,8,5,3,0,1,80219,1558,7,1219730
37.0,1825,6,4,2,0,1,62051,782,8,800258
30.9,2693,6,3,2,0,0,55464,3778,6,989832
26.7,2389,7,4,3,0,0,50148,1450,5,946894
38.3,1409,3,1,1,0,0,88164,3735,7,787804
14.9,1745,4,2,1,0,0,108335,1329,9,1104709
70.6,2790,6,4,2,0,0,84462,2097,7,941755
17.5,1578,4,2,2,0,0,55481,1540,5,746839
47.7,1554,3,2,1,0,0,74340,1758,7,928881
17.5,1594,5,3,2,0,0,65106,1869,7,923897
58.1,1523,3,2,1,0,0,54201,945,6,1165567
33.4,2646,6,3,2,0,0,51956,1941,6,1409315
23.3,2368,5,3,2,0,1,73824,980,7,1087647
49.9,1327,3,2,1,0,1,68848,3403,6,612438
25.9,3107,7,4,3,0,0,67161,1500,6,873006
38.3,1660,2,1,1,0,0,67029,1053,7,1000205
47.4,2479,5,3,1,0,1,74251,1096,6,835776
65.4,1357,4,2,2,0,0,46489,1483,7,439076
13.5,1582,5,3,2,0,1,44426,2293,6,1179278
66.1,3965,8,5,3,0,0,44051,8024,2,999861
30.1,2477,6,3,2,0,0,63377,4847,5,1080127
33.4,1700,5,3,2,0,0,79891,2259,6,796485
33.4,1822,5,3,2,0,0,71083,4227,7,988335
13.4,960,2,1,1,0,0,63188,4265,5,660241
37.6,2576,7,4,3,0,1,58077,3460,6,1159053
61.4,1871,3,2,1,0,0,70474,508,9,662645
77.0,2281,7,4,3,0,0,77031,2415,8,792396
22.9,1521,2,1,1,0,1,49668,798,5,732338
65.6,1047,3,2,1,0,0,85449,1887,8,878047
44.3,1533,4,3,1,0,1,85460,1909,8,1120859
27.0,3473,8,4,3,0,1,46831,2245,7,1231186
44.9,3777,9,5,3,0,0,40000,2530,7,1163306
53.4,1180,3,2,1,0,0,40000,1984,5,439824
28.8,1703,6,3,3,0,0,60076,1259,6,998598
23.1,931,2,1,1,0,0,57012,7846,4,411390
22.2,1653,4,2,2,0,0,82516,3600,7,899552
65.3,1192,4,2,1,0,1,40000,1824,5,885565
38.6,2285,5,3,2,0,0,43206,3361,6,1232212
31.8,3400,8,5,3,0,1,54271,3113,5,1220135
45.5,2966,9,5,4,0,0,58715,2370,7,829342
7.2,3218,8,5,3,0,1,58081,2130,6,1292876
19.6,2477,6,3,2,0,0,93583,1754,10,1221704
41.2,2321,5,3,2,0,1,40000,1729,5,1189757
29.3,2811,7,4,3,0,0,79801,2661,7,1118649
45.3,1603,3,2,1,0,1,105254,3738,8,961586
40.2,1803,5,3,2,0,0,40000,821,7,773491
31.1,1654,3,2,1,0,0,40000,4951,4,593493
29.1,2498,6,4,2,0,0,78154,1292,9,1355875
71.2,3199,8,5,3,0,1,49604,1746,7,1144847
27.4,1046,3,2,1,0,0,53256,541,7,527679
36.2,1074,3,2,1,0,0,71222,2094,6,549360
55.1,2769,6,4,2,0,0,80794,715,8,978443
20.6,1694,3,2,1,0,0,43824,588,4,600308
18.1,1094,2,1,1,0,0,56019,1071,7,674287
34.6,1482,2,1,1,0,0,40000,1252,5,672305
13.9,2667,6,4,2,0,0,40000,2437,6,1033540
33.9,3004,7,4,3,0,0,53341,3610,6,1254466
29.3,1475,3,2,1,0,1,68261,1283,6,947124
20.5,3003,8,5,3,0,1,48809,1757,6,1220298
69.5,2116,5,2,1,0,0,68769,3009,7,1017730
27.1,1702,3,2,1,0,0,40000,1261,5,782441
75.6,1101,2,1,1,0,0,58665,788,9,942635
28.5,1505,5,3,2,0,0,40000,388,6,818308
43.9,2569,5,3,2,0,1,97815,1723,7,763896
24.9,1564,5,3,2,0,0,51514,3587,5,592909
35.4,2293,4,2,2,0,0,52400,2015,6,826100
71.7,1608,5,3,2,0,1,84441,1056,8,780641
30.6,1999,5,3,2,0,0,49124,728,6,759194
17.1,2253,5,3,2,0,0,47143,4873,5,804772
34.8,2371,5,3,2,0,1,55805,3570,5,846549
34.5,1131,2,1,1,0,0,40000,1172,5,554434
52.9,2392,5,3,2,0,0,50197,5063,4,1129148
26.6,1018,3,1,1,0,0,98253,1782,8,800812
38.3,2503,6,4,2,0,1,48546,2508,6,861016
46.9,1819,3,2,1,0,0,45709,2003,7,719892
51.9,2359,5,3,2,0,1,52715,1689,6,1014111
54.1,1470,5,3,2,0,0,62603,1672,6,620944
48.7,1398,5,3,2,0,0,50807,10000,4,823976
72.9,2233,5,3,2,0,0,69467,1013,6,1189830
16.4,1082,3,2,1,0,0,69709,1089,7,720540
34.6,2569,6,4,2,0,0,41260,1935,4,955653
48.0,3996,8,5,3,0,0,74213,1316,8,1266035
27.3,2984,7,4,3,0,1,51287,4148,5,1207899
61.2,1528,3,2,1,0,1,75381,3389,6,641988
86.8,1547,3,2,1,0,0,87280,7366,6,615307
15.9,1482,4,1,1,0,0,47130,2887,6,795019
28.3,1137,3,2,1,0,0,57559,2618,7,882445
17.7,2720,7,4,3,0,0,41954,4758,5,1333538
31.0,956,2,1,1,0,1,49713,2849,7,880760
50.8,2875,8,5,3,0,0,103046,1339,7,1221135
40.9,1768,5,3,2,0,0,71843,869,8,1360868
36.8,1863,5,3,2,0,0,63854,1459,6,785225
30.2,1670,3,2,1,0,1,68212,1944,9,946302
33.4,1404,3,2,1,0,1,65231,1755,5,617921
12.5,2420,8,5,3,0,1,78759,1051,8,1090064
12.4,1692,3,2,1,0,0,61925,2511,5,463739
11.0,1831,4,1,1,0,1,95831,3015,8,884953
62.2,2731,6,4,2,0,0,46461,1372,6,1020497
25.6,1403,4,1,1,0,1,40000,1751,6,1026239
70.5,1603,3,2,1,0,1,77194,3879,7,971798
16.4,2578,7,4,3,0,1,42806,1073,6,1015659
30.8,2094,6,3,3,0,1,132008,3780,8,1247037
26.4,1412,3,2,1,0,0,40398,2305,5,973037
101.0,1868,4,2,1,0,0,93349,1047,7,997958
51.3,2283,4,2,1,0,0,58917,2528,5,845925
46.9,1281,2,1,1,0,0,61687,797,8,872410
31.5,1300,4,2,2,0,0,81299,2751,7,657328
64.0,1071,3,2,1,0,0,48243,1724,6,519369
48.6,2565,5,3,2,0,0,40000,4966,4,883938
90.5,2277,6,4,2,0,1,40000,2212,6,1196223
72.9,1692,5,3,2,0,0,50198,1566,7,800546
75.1,1866,5,3,2,0,0,129434,5974,8,609331
17.6,1597,3,2,1,0,0,61458,4337,5,522589
11.6,2015,5,3,2,0,0,43598,1467,7,543284
43.2,2196,6,3,2,0,1,98622,796,7,1029675
46.9,2124,5,3,2,0,1,40000,1729,5,1100687
19.4,1208,2,1,1,0,0,70951,918,7,592708
40.1,1913,4,2,1,0,0,78770,2815,5,773125
44.2,1113,2,1,1,0,0,58587,3097,7,497051
57.5,1763,4,3,1,0,1,60246,1957,5,978486
74.1,2389,6,4,2,0,0,50045,1425,4,859971
46.2,1251,5,3,2,0,0,79528,4247,7,458534
70.7,1751,5,3,2,0,1,76180,2627,6,861474
51.7,4010,9,5,3,0,1,54335,2846,7,1018776
39.0,1090,4,2,2,1,0,75926,385,7,815564
40.5,1710,6,3,3,0,0,61613,1125,8,935485
32.3,2374,7,4,3,0,1,96570,1491,9,1199723
48.4,2485,7,4,3,0,0,53899,902,6,1016473
31.2,1422,3,2,1,0,0,60987,1617,7,576269
22.1,2170,5,3,2,0,0,47464,1428,4,719060
38.5,1681,5,3,2,0,0,92086,1277,8,691508
26.4,1781,5,2,1,0,0,78619,2711,7,1037494
44.9,4432,9,5,4,0,1,40000,5350,5,1500000
56.5,1859,3,2,1,0,0,55140,3539,6,724154
88.0,1455,4,1,1,0,0,69151,2419,7,514198
36.3,2732,5,3,2,0,0,100913,1398,9,889511
19.5,1895,5,3,2,0,0,73172,880,7,1180244
61.6,2049,7,4,3,0,0,40000,2297,3,946536
76.4,2787,7,4,3,0,0,90148,3069,9,1053562
23.1,2395,7,4,3,0,1,62747,5399,6,1105773
38.6,1244,3,2,1,0,0,66964,1970,8,868138
29.1,1987,7,4,3,0,1,40000,2843,4,784291
34.8,1878,4,2,2,0,0,61203,1334,8,837857
51.3,1239,3,1,1,0,1,40000,1512,6,951224
43.0,1737,4,2,1,0,1,69044,2770,6,1078424
53.7,2630,5,3,1,0,0,90348,1162,8,1093849
40.4,1267,5,3,2,0,0,64672,2771,5,606493
11.3,1747,3,2,1,0,1,110161,1784,9,1061628
22.6,3144,7,4,3,0,0,47356,1842,5,1001499
29.3,1087,3,2,1,0,0,81736,1774,7,684213
21.8,2751,6,4,2,0,1,66525,1799,6,1322553
50.1,3037,7,4,3,0,1,46365,991,6,1061212
12.4,3566,8,5,3,0,1,73535,2849,7,1500000
12.8,2118,7,4,3,0,1,58088,872,8,896160
43.5,2101,5,3,2,0,1,83182,1250,9,922648
21.8,1835,5,3,2,0,0,43930,1814,4,532892
25.0,1320,4,2,2,0,0,40000,984,6,670108
66.2,2206,5,3,2,0,1,50109,1751,5,789571
16.1,2549,5,2,2,0,1,87176,2556,7,1158268
20.8,3062,8,5,3,0,1,77533,2506,7,1254504
29.9,2112,4,3,1,0,0,61405,3697,6,1121238
30.3,2366,5,3,2,0,0,43541,1841,4,1122468
40.6,4052,8,5,3,0,0,66091,2909,6,1274274
45.0,3765,8,5,3,0,1,51829,5065,5,1338048
42.7,1686,6,3,3,0,0,44219,2185,5,1094301
43.5,3000,6,4,2,0,0,44977,486,7,1048232
30.1,2855,8,5,3,0,1,92271,1748,7,1196939
61.3,2951,7,4,3,0,0,57593,2205,8,1142976
20.4,1104,2,1,1,0,1,52457,1430,7,657927
10.6,1528,5,3,2,0,1,78900,477,7,1236234
73.0,1520,3,2,1,0,0,123279,832,9,897860
44.7,2249,5,3,1,0,0,85638,2045,8,1241679
61.8,2906,7,4,3,0,1,44036,1705,6,1037024
54.4,4700,10,5,3,0,1,52808,3822,5,1183794
34.6,2480,7,4,3,0,1,81508,1473,8,1212106
23.8,1098,4,2,2,0,0,58126,592,6,770682
53.5,1443,4,2,2,0,1,76489,2641,7,1075840
38.1,746,2,1,1,0,1,70227,1413,7,710460
13.9,1197,3,1,1,0,0,60512,1181,7,606458
77.7,3129,8,5,3,0,1,81532,1844,8,1142818
24.7,2569,5,3,2,0,0,131164,2545,10,1187539
44.9,2432,6,4,2,0,1,47497,3190,6,1101425
39.4,2148,5,3,2,0,0,71951,643,7,1242566
30.4,3044,8,5,3,0,1,49987,1554,6,1143553
11.2,1456,3,2,1,0,1,82931,1428,7,906916
28.6,2590,5,3,2,0,0,135143,1060,10,1230964
89.7,2797,6,4,2,0,0,60530,859,7,965895
23.1,1153,3,2,1,0,1,85941,1308,8,726852
35.3,1352,3,2,1,0,1,43701,5186,5,716769
34.3,2305,5,3,2,0,1,41654,599,6,1061103
61.3,1715,4,2,1,0,0,49724,1070,6,982549
42.7,1682,4,3,1,0,0,40000,400,6,535936
14.1,3384,8,5,3,0,1,47520,3852,5,1225472
41.5,2896,7,4,3,0,0,43005,926,7,1084168
29.1,1844,6,4,2,0,1,40000,688,6,1055288
19.4,1338,4,2,1,0,0,83315,5036,6,589962
13.3,3314,8,5,3,0,1,40000,1019,7,1440613
39.3,1975,4,2,2,0,0,64653,1471,7,866564
23.4,1145,3,1,1,0,0,66300,8249,6,791883
35.6,2385,6,4,2,0,0,64083,3155,7,1092955
37.7,1713,4,3,1,0,1,94148,1920,7,836802
6.0,4293,8,5,3,0,1,139874,5532,9,1500000
63.5,1878,5,3,2,0,0,42022,1046,4,846141
65.1,1965,5,3,2,0,1,53339,764,6,832214
17.9,1725,4,2,1,0,0,46644,5278,5,870636
28.4,1890,4,2,2,0,1,86030,2342,8,972362
25.6,2136,5,3,2,0,1,76141,3299,7,1083837
23.3,1766,4,2,2,0,1,40000,2298,5,764755
21.2,2331,5,3,2,0,1,60552,2204,7,1084437
28.5,1359,3,2,1,0,0,40119,1362,8,446547
43.4,2530,5,3,2,0,0,49311,4318,5,817653
54.6,2431,5,3,2,0,0,63954,771,7,1014952
58.9,1334,3,2,1,0,0,58298,638,7,866274
83.2,1750,5,2,1,0,0,68001,1469,7,748781
15.4,2308,5,3,2,1,0,79530,1964,8,1072071
23.0,801,2,1,1,0,0,54769,2105,7,682054
45.1,2185,5,3,2,0,0,77296,674,7,955269
19.6,2997,8,5,3,0,1,77387,1233,7,1290561
9.7,1436,4,2,2,0,0,40000,1012,5,1177538
29.3,2405,5,3,2,0,1,54998,951,8,1115625
27.4,2400,6,3,2,0,0,54734,914,7,940476
102.9,1664,3,2,1,0,1,73505,1093,7,619697
36.1,1119,5,3,2,0,0,84987,536,6,667945
17.1,2611,5,3,2,0,1,65547,950,7,1140362
30.0,2081,5,3,2,0,0,59836,1536,5,933706
17.7,3675,8,5,3,0,1,99964,1316,9,1486146
41.2,2198,5,2,2,0,1,65293,3703,5,784805
24.5,2937,7,4,3,0,0,56556,1623,6,836202
49.7,833,3,2,1,0,0,65271,2411,6,712972
29.0,2570,7,4,3,0,1,98944,644,8,1028943
38.8,1963,5,3,1,0,1,53314,2146,6,790985
50.1,1814,5,3,2,0,1,40000,638,6,936909
73.6,1645,4,2,1,0,0,65595,664,6,655179
67.7,3077,7,4,3,0,1,51125,2832,7,1063122
54.0,3544,7,4,2,0,1,62487,1044,7,1445269
72.4,1097,3,2,1,0,0,81722,634,8,825606
5.6,1504,4,3,1,0,0,46655,2842,6,640401
33.6,1092,3,2,1,0,1,68527,4136,6,573008
37.0,1903,7,4,3,0,1,119308,3136,10,986435
38.8,2025,5,3,2,0,0,40000,3860,4,994458
56.3,3239,8,5,3,0,1,95065,1358,8,1242456
74.1,1974,5,3,2,0,0,40000,4222,4,779574
62.7,2951,8,5,3,0,1,103489,771,9,802762
24.3,4611,9,5,3,1,1,82008,1248,7,1500000
26.3,1565,5,1,1,0,0,57927,2143,5,982899
63.4,2551,5,3,1,0,0,62110,6387,4,957556
27.0,1237,4,2,2,0,0,47485,1728,6,533402
32.4,1170,3,2,1,0,0,51907,1166,7,345886
35.7,4689,9,5,3,0,1,66174,1959,7,1500000
49.7,1484,4,2,2,0,1,79909,2378,8,982242
68.1,1472,5,3,2,0,0,76198,1902,8,725117
18.5,2214,4,3,1,0,0,46386,925,6,1048537
67.2,1535,5,3,2,0,0,77199,1801,9,784544
64.0,1878,4,2,2,0,1,83154,742,7,918668
49.3,2514,6,4,2,0,1,68396,1715,6,933453
50.5,2509,7,4,3,0,1,89796,692,9,1196694
29.1,4861,10,5,4,0,1,40000,867,5,1500000
20.7,2678,6,4,2,0,1,54227,1572,6,1026141
47.2,2072,5,3,2,0,0,71035,908,7,762342
33.5,2240,5,3,2,0,1,72399,5726,6,931188
73.6,2773,7,4,3,0,1,124949,1789,9,1428737
35.8,2715,7,4,3,0,0,76797,1452,9,1372625
18.1,1702,4,2,1,0,0,106221,756,8,916592
26.6,2065,5,3,2,0,0,70914,3536,6,1181350
78.4,1584,5,3,2,0,0,60127,1708,6,637308
37.6,1151,3,2,1,0,0,72280,1753,7,642002
